"empleo_fl","sexo","tipo_edu","region","egreso","hab_dig","hab_ciud","hab_num","hab_verb"
0,0,0,"Los Lagos",2023,572,592,489,423
1,0,0,"Valparaiso",2021,657,679,478,686
0,0,0,"Biobio",2022,362,362,535,534
1,1,0,"Metropolitana",2022,814,856,535,774
0,0,1,"Valparaiso",2023,595,595,523,510
1,1,0,"Coquimbo",2023,865,911,549,584
0,1,0,"Valparaiso",2023,745,747,0,0
1,1,0,"Metropolitana",2023,793,824,585,591
1,0,0,"Araucania",2023,907,949,761,726
1,0,0,"Los Rios",2022,771,788,607,600
1,1,0,"Valparaiso",2021,613,613,535,481
1,1,0,"Los Rios",2023,928,948,657,573
1,1,0,"Maule",2022,636,636,450,582
0,1,0,"Metropolitana",2023,504,504,465,473
0,0,1,"Coquimbo",2023,465,465,392,449
1,1,0,"Coquimbo",2018,558,558,585,554
1,1,0,"Metropolitana",2023,779,787,811,774
0,0,1,"Valparaiso",2023,538,538,0,0
1,0,0,"Metropolitana",2023,970,1000,939,788
0,1,1,"Metropolitana",2023,623,623,413,454
0,0,0,"Maule",2023,664,664,746,567
1,0,0,"Tarapaca",2023,722,722,607,665
0,1,0,"OHiggins",2023,567,567,465,567
1,0,0,"Metropolitana",2022,519,519,607,665
0,0,0,"Metropolitana",2023,757,808,600,641
1,1,1,"Los Lagos",2022,829,914,563,611
0,0,0,"Antofagasta",2023,0,0,465,385
0,0,1,"Metropolitana",2023,443,443,0,0
0,0,1,"OHiggins",2023,771,798,535,620
1,1,0,"Biobio",2022,914,953,599,573
0,1,1,"Coquimbo",2023,630,630,0,0
1,0,0,"Metropolitana",2023,879,911,797,770
1,0,0,"Antofagasta",2019,441,441,731,0
0,1,0,"Valparaiso",2023,613,613,0,454
1,0,0,"Valparaiso",2023,727,727,897,686
0,1,0,"Araucania",2021,542,542,523,636
0,1,0,"Maule",2023,551,551,576,584
0,0,1,"Araucania",2023,616,617,0,0
1,0,0,"Biobio",2023,870,876,761,788
1,0,0,"OHiggins",2023,785,785,669,759
1,0,0,"Valparaiso",2023,907,1000,669,476
0,1,1,"Biobio",2023,481,481,413,0
0,1,0,"Metropolitana",2023,771,799,498,689
0,0,1,"Maule",2023,630,652,575,721
1,0,0,"Valparaiso",2023,751,754,811,707
0,0,0,"Metropolitana",2023,664,664,599,582
0,0,0,"Metropolitana",2023,837,837,879,696
0,1,0,"Tarapaca",2023,745,767,0,0
0,1,0,"Coquimbo",2023,965,1000,797,802
0,0,0,"Valparaiso",2023,765,851,657,699
1,0,0,"Metropolitana",2023,765,770,963,799
1,0,0,"Biobio",2023,722,722,628,589
0,1,1,"Metropolitana",2023,587,587,378,397
1,1,0,"Metropolitana",2023,856,911,811,774
0,1,0,"Metropolitana",2019,751,751,0,0
0,1,0,"Valparaiso",2020,650,651,465,591
0,1,0,"Metropolitana",2023,608,614,0,0
0,0,0,"Coquimbo",2018,510,510,0,549
0,1,0,"Metropolitana",2023,456,456,498,625
0,1,0,"Biobio",2023,771,771,465,641
0,0,1,"Tarapaca",2023,787,796,505,350
1,0,0,"Los Lagos",2023,657,674,535,463
1,0,0,"Tarapaca",2023,956,987,827,878
1,1,0,"Nuble",2022,785,795,616,563
0,1,0,"Biobio",2023,551,551,478,484
1,1,0,"Metropolitana",2023,900,921,811,742
0,0,0,"Metropolitana",2023,510,510,489,607
0,0,0,"OHiggins",2023,558,558,576,567
0,0,1,"Metropolitana",2023,616,617,0,0
0,0,0,"Maule",2023,956,1000,642,799
1,1,0,"Metropolitana",2023,951,993,585,665
1,1,1,"Metropolitana",2018,700,721,811,857
1,0,0,"Valparaiso",2023,613,613,413,597
1,0,0,"Biobio",2023,628,630,680,573
1,0,0,"Atacama",2022,298,298,593,540
1,1,0,"Valparaiso",2023,771,841,628,567
0,0,0,"Biobio",2015,333,365,0,0
1,1,0,"Metropolitana",2023,842,867,599,625
0,1,1,"Arica",2023,743,751,0,0
1,1,0,"Biobio",2023,708,708,513,636
0,1,1,"Maule",2023,538,538,413,466
1,1,0,"Biobio",2023,751,765,498,563
0,0,0,"Araucania",2023,994,1000,844,799
1,1,0,"Valparaiso",2022,907,967,797,721
0,1,0,"Metropolitana",2023,1000,1000,963,878
0,1,1,"Los Rios",2017,771,812,585,665
0,0,1,"Metropolitana",2020,560,560,0,0
0,0,0,"OHiggins",2023,713,727,593,449
0,1,1,"Metropolitana",2023,743,770,657,600
1,0,0,"Metropolitana",2023,823,823,917,815
0,1,1,"Maule",2023,601,605,505,476
0,1,1,"Arica",2009,379,379,378,394
0,1,0,"Metropolitana",2023,928,1000,705,597
1,1,0,"Valparaiso",2023,771,792,696,754
0,1,0,"Valparaiso",2021,937,1000,0,0
0,0,0,"Biobio",2023,879,880,669,854
1,1,1,"Valparaiso",2022,837,900,523,524
0,1,0,"Biobio",2023,914,925,669,665
1,1,0,"Metropolitana",2021,713,792,513,438
0,1,0,"Tarapaca",2019,922,1000,862,721
0,1,0,"Maule",2023,504,504,498,418
0,0,0,"Metropolitana",2023,365,365,0,0
1,1,0,"Coquimbo",2023,799,804,535,665
0,1,0,"Araucania",2023,850,910,505,524
1,1,0,"Tarapaca",2023,751,751,607,597
1,0,1,"Los Rios",2023,794,834,505,600
1,1,0,"Metropolitana",2023,613,626,513,540
1,1,0,"Maule",2023,914,922,963,918
0,0,1,"Araucania",2023,623,623,0,0
0,0,0,"Metropolitana",2022,657,657,563,0
0,1,0,"Maule",2023,479,479,513,484
0,0,0,"Metropolitana",2023,808,860,593,607
1,0,0,"OHiggins",2022,808,929,827,754
1,0,0,"Metropolitana",2022,900,1000,989,837
0,1,0,"Metropolitana",2021,542,542,465,589
1,1,0,"Metropolitana",2022,865,922,657,857
0,1,0,"Antofagasta",2023,463,463,0,489
0,0,1,"Metropolitana",2023,465,465,576,582
0,1,0,"Metropolitana",2023,893,920,549,589
1,0,0,"Metropolitana",2015,542,542,0,0
1,0,0,"Valparaiso",2023,979,1000,844,582
1,1,0,"Metropolitana",2023,1000,1000,1000,975
1,0,0,"Metropolitana",2020,745,760,585,534
0,1,0,"Antofagasta",2023,519,519,424,438
0,0,0,"Biobio",2023,628,628,392,334
1,1,0,"Nuble",2021,671,670,575,600
1,1,0,"Antofagasta",2023,828,855,731,641
1,0,0,"Valparaiso",2023,671,671,585,589
1,1,0,"Maule",2022,757,778,616,589
0,0,0,"Valparaiso",2022,808,908,705,611
0,1,1,"Maule",2020,459,459,535,611
1,1,0,"OHiggins",2022,914,941,746,636
1,0,0,"Valparaiso",2023,956,1000,963,799
0,0,0,"Metropolitana",2023,594,595,563,506
0,1,0,"Metropolitana",2023,524,524,0,0
1,0,0,"Metropolitana",2023,870,884,505,554
0,1,0,"Biobio",2022,708,740,0,0
1,1,0,"Araucania",2023,793,807,505,584
0,0,1,"OHiggins",2020,545,545,0,0
1,0,0,"Biobio",2023,914,926,989,854
1,1,0,"Los Lagos",2023,937,965,844,641
1,1,0,"Los Rios",2022,828,901,489,0
0,1,1,"Biobio",2021,644,644,607,686
1,0,0,"OHiggins",2022,793,805,696,711
0,1,0,"Maule",2022,436,436,563,589
1,0,0,"Metropolitana",2023,727,746,600,540
1,1,0,"Metropolitana",2023,793,818,746,774
1,1,1,"OHiggins",2022,823,865,465,473
1,1,0,"Los Lagos",2019,799,806,785,689
1,1,1,"Antofagasta",2022,766,847,465,540
1,0,0,"Metropolitana",2023,685,685,489,534
1,0,0,"Metropolitana",2021,856,1000,0,788
1,1,1,"Metropolitana",2023,623,643,523,589
1,1,0,"Atacama",2023,970,1000,657,589
1,1,0,"Metropolitana",2023,757,757,489,466
1,0,1,"Metropolitana",2022,443,443,563,584
0,1,0,"Metropolitana",2023,526,526,607,367
0,1,1,"Metropolitana",2023,644,650,392,573
1,0,0,"Metropolitana",2023,856,856,989,759
1,1,0,"Metropolitana",2022,900,981,717,802
1,1,0,"Metropolitana",2022,985,1000,990,0
0,0,0,"Metropolitana",2022,400,400,585,689
0,0,0,"Araucania",2023,643,643,450,418
0,0,0,"Metropolitana",2023,900,950,717,611
0,0,0,"OHiggins",2023,586,586,0,0
0,1,1,"Metropolitana",2023,571,571,465,506
0,0,0,"Metropolitana",2023,400,400,600,589
1,1,0,"Metropolitana",2023,685,696,773,711
1,1,0,"Araucania",2022,828,856,861,669
1,0,0,"Arica",2023,657,657,549,584
1,0,0,"Metropolitana",2023,851,853,939,922
1,0,0,"Metropolitana",2023,893,901,939,726
1,1,0,"Biobio",2020,793,839,628,784
1,1,0,"Metropolitana",2022,699,714,657,597
0,1,1,"Metropolitana",2023,433,433,465,434
0,1,1,"OHiggins",2023,402,402,0,0
1,0,0,"Metropolitana",2022,886,926,773,679
0,0,0,"Metropolitana",2023,893,899,879,815
0,1,0,"Metropolitana",2023,779,791,827,686
1,0,0,"Metropolitana",2021,699,736,696,784
0,1,0,"Maule",2023,742,752,576,481
1,0,0,"Biobio",2022,937,960,963,788
0,1,0,"Valparaiso",2022,736,739,600,589
1,1,0,"Coquimbo",2015,727,741,705,784
1,1,0,"Metropolitana",2023,608,608,563,573
1,1,0,"Metropolitana",2023,722,732,746,759
1,1,0,"Metropolitana",2023,793,798,669,696
0,1,0,"Metropolitana",2023,572,572,436,510
1,0,0,"Antofagasta",2023,799,799,705,742
1,1,1,"Los Lagos",2023,630,644,498,534
1,1,1,"Metropolitana",2023,709,729,599,625
1,1,0,"Los Lagos",2023,694,698,607,686
0,1,0,"Metropolitana",2021,479,482,616,510
0,1,0,"Biobio",2021,636,636,600,600
1,1,0,"Metropolitana",2022,708,708,505,481
0,1,0,"Metropolitana",2020,713,744,616,726
0,0,0,"Tarapaca",2005,519,519,498,534
0,1,0,"Los Lagos",2022,657,657,0,0
0,1,0,"Metropolitana",2022,901,993,761,584
0,1,0,"Nuble",2023,643,643,450,510
0,1,0,"Biobio",2023,699,708,465,573
1,0,0,"Valparaiso",2023,751,790,669,576
0,0,0,"Metropolitana",2009,526,526,0,0
1,1,1,"Metropolitana",2022,794,852,498,699
1,1,0,"Metropolitana",2023,937,950,731,742
1,1,0,"Nuble",2022,671,671,549,641
0,0,0,"Metropolitana",2023,479,479,599,669
1,1,0,"Metropolitana",2023,785,794,465,686
1,1,1,"Tarapaca",2023,630,630,523,726
0,0,1,"Metropolitana",2023,616,616,0,0
1,1,1,"Tarapaca",2019,637,667,549,491
1,0,0,"Magallanes",2023,708,708,549,582
0,0,1,"Metropolitana",2023,0,0,403,263
0,1,0,"Arica",2023,572,572,478,506
0,1,0,"Metropolitana",2023,757,792,523,519
0,1,1,"Metropolitana",2023,411,411,0,0
0,0,0,"Valparaiso",2023,586,586,628,534
0,1,0,"Biobio",2018,722,736,0,0
0,1,1,"Coquimbo",2023,587,596,535,463
1,1,0,"Biobio",2023,699,711,642,625
1,0,0,"Biobio",2023,837,843,717,707
0,0,1,"Nuble",2023,672,705,696,591
1,0,0,"Metropolitana",2023,742,772,773,563
0,0,0,"Maule",2023,699,708,616,405
0,1,0,"Valparaiso",2023,793,817,513,496
0,0,0,"Arica",2023,856,872,717,669
1,1,0,"Metropolitana",2023,751,785,563,754
0,1,1,"OHiggins",2022,729,752,478,597
1,1,0,"Maule",2023,823,846,657,506
0,0,0,"Metropolitana",2023,551,551,585,726
1,0,0,"Antofagasta",2022,671,671,523,519
1,1,0,"Metropolitana",2023,886,945,705,770
0,1,0,"Coquimbo",2019,536,538,535,582
0,0,0,"Metropolitana",2023,504,504,450,466
0,0,0,"Antofagasta",2023,580,584,535,466
0,1,1,"Metropolitana",2023,686,718,593,510
0,1,0,"Metropolitana",2023,814,848,593,534
1,0,1,"Maule",2022,743,804,593,476
0,1,0,"Metropolitana",2023,713,713,513,510
0,1,0,"Coquimbo",2023,713,731,513,481
0,0,0,"Valparaiso",2023,378,378,0,0
0,1,0,"Metropolitana",2023,893,923,563,600
0,0,0,"Metropolitana",2022,680,680,0,0
1,1,1,"Magallanes",2023,538,538,513,524
1,0,0,"Metropolitana",2022,432,433,642,607
1,0,0,"Maule",2023,828,832,549,607
0,1,0,"Metropolitana",2023,742,766,563,707
0,1,1,"Metropolitana",2017,595,595,436,641
1,1,0,"Metropolitana",2023,1000,1000,1000,854
0,1,0,"Metropolitana",2023,814,833,576,636
0,1,1,"Tarapaca",2021,623,657,436,500
0,1,1,"Biobio",2023,686,686,616,473
1,1,0,"Araucania",2016,886,886,963,878
0,1,1,"Tarapaca",2022,838,851,413,394
0,0,1,"Valparaiso",2023,601,601,575,554
0,1,0,"Antofagasta",2023,887,898,0,0
1,1,0,"Coquimbo",2022,937,944,585,699
1,0,0,"Metropolitana",2023,551,551,879,802
1,1,0,"Valparaiso",2022,765,767,657,689
0,1,0,"Metropolitana",2023,622,631,585,597
1,0,0,"Metropolitana",2023,713,725,862,707
1,1,1,"Metropolitana",2023,574,579,657,576
0,1,0,"Metropolitana",2022,979,1000,990,742
0,1,0,"Los Lagos",2023,599,599,0,0
0,1,0,"Araucania",2023,572,572,505,463
1,1,0,"Biobio",2023,851,860,705,669
0,1,0,"Metropolitana",2023,537,538,0,0
0,0,1,"Biobio",2022,601,601,549,584
0,0,1,"Biobio",2023,465,465,424,554
1,1,0,"Biobio",2022,745,808,498,423
1,0,0,"Metropolitana",2021,879,886,990,699
1,1,0,"Metropolitana",2023,808,809,897,799
0,0,0,"Biobio",2023,914,934,731,636
0,0,1,"Araucania",2023,497,497,505,726
0,1,0,"Los Lagos",2023,722,724,563,679
0,1,0,"Metropolitana",2023,774,793,0,0
1,1,0,"Metropolitana",2022,765,815,576,641
1,0,0,"Valparaiso",2023,643,643,505,510
1,1,0,"Metropolitana",2023,979,994,1000,918
1,0,0,"OHiggins",2023,708,709,797,696
1,1,0,"Metropolitana",2022,751,777,657,686
0,0,0,"Maule",2023,400,400,593,759
1,0,1,"Metropolitana",2023,560,561,489,463
0,1,0,"Metropolitana",2022,979,991,0,0
1,1,0,"Biobio",2021,526,545,505,679
0,1,1,"Biobio",2023,729,748,575,449
0,0,0,"Metropolitana",2023,403,403,498,484
0,0,1,"Biobio",2023,715,739,593,434
1,0,0,"Antofagasta",2020,425,434,436,591
1,1,0,"Metropolitana",2022,713,714,628,0
1,0,0,"Araucania",2023,671,671,628,506
0,0,0,"Valparaiso",2023,547,547,0,0
1,0,0,"Atacama",2021,713,715,669,641
0,1,1,"Maule",2023,709,715,575,573
1,0,0,"Metropolitana",2021,956,1000,917,788
0,0,0,"Metropolitana",2023,547,547,505,620
0,1,1,"Atacama",2023,637,670,413,367
0,0,1,"Coquimbo",2023,491,491,498,463
1,0,0,"Metropolitana",2019,751,751,963,833
1,1,0,"Coquimbo",2023,808,841,513,463
1,1,0,"Metropolitana",2020,636,654,0,611
1,0,1,"Metropolitana",2023,630,636,599,620
1,1,0,"Antofagasta",2023,814,834,513,699
1,0,0,"Valparaiso",2022,951,1000,897,774
0,0,1,"Maule",2023,506,506,0,0
0,0,0,"Valparaiso",2019,708,707,797,726
0,1,0,"Metropolitana",2023,816,839,773,473
1,0,0,"Coquimbo",2023,828,839,797,699
0,1,0,"Metropolitana",2023,551,551,505,473
1,0,0,"Los Lagos",2023,685,710,563,540
0,1,0,"Metropolitana",2023,808,839,773,788
1,0,0,"Tarapaca",2023,851,869,523,676
0,1,1,"Aysen",2023,681,758,0,394
1,1,1,"Maule",2023,880,927,688,689
0,1,0,"Metropolitana",2016,451,484,549,500
0,1,0,"Metropolitana",2023,808,813,535,582
0,1,0,"Biobio",2023,793,797,489,463
1,1,0,"Valparaiso",2023,814,853,575,784
0,1,0,"Metropolitana",2023,708,709,498,484
1,1,0,"Los Rios",2022,742,781,0,815
1,1,0,"Biobio",2023,628,628,593,686
1,1,1,"Metropolitana",2023,752,807,657,696
1,1,0,"Metropolitana",2022,956,1000,939,837
1,1,0,"Biobio",2023,928,943,731,726
1,1,0,"Maule",2023,671,671,478,573
1,0,0,"Antofagasta",2022,870,897,963,899
0,1,0,"Metropolitana",2023,594,594,513,573
0,0,1,"Metropolitana",2023,616,632,498,600
1,0,0,"Maule",2022,636,636,593,620
1,0,0,"Metropolitana",2023,793,818,861,491
0,1,0,"Araucania",2007,479,479,392,423
1,1,0,"Araucania",2022,694,694,746,759
1,1,1,"Tarapaca",2020,616,616,535,600
1,1,0,"Maule",2023,751,752,535,669
1,1,0,"Aysen",2023,779,827,761,696
1,1,0,"Metropolitana",2022,685,702,585,540
0,1,0,"Araucania",2023,643,643,549,665
1,1,0,"Metropolitana",2023,942,950,731,774
1,0,0,"Biobio",2023,586,586,642,576
1,0,0,"Metropolitana",2022,722,722,669,591
1,0,0,"Metropolitana",2022,657,657,465,759
1,0,0,"Metropolitana",2023,694,696,575,506
1,1,0,"Metropolitana",2022,914,923,897,788
1,1,0,"Valparaiso",2023,879,951,827,611
1,0,0,"Maule",2023,657,657,585,567
1,1,0,"Antofagasta",2023,736,759,607,597
1,0,1,"Metropolitana",2023,481,481,489,686
0,1,0,"Maule",2023,865,911,489,484
0,0,0,"Antofagasta",2023,713,740,696,721
1,0,0,"Biobio",2023,765,765,897,833
1,0,0,"Metropolitana",2016,378,389,862,686
0,0,1,"Metropolitana",2023,771,806,600,481
0,0,0,"Metropolitana",2023,680,680,897,665
0,0,0,"Biobio",2023,657,657,642,600
1,0,0,"Metropolitana",2023,765,776,939,815
1,1,0,"Valparaiso",2023,893,930,696,819
0,1,1,"Metropolitana",2023,587,587,535,491
1,0,0,"Metropolitana",2022,572,572,535,636
1,1,0,"Metropolitana",2022,736,775,600,549
0,1,1,"Metropolitana",2014,529,529,0,0
0,0,1,"Metropolitana",2023,443,443,465,394
0,0,0,"Valparaiso",2023,580,580,489,473
1,1,0,"Arica",2023,694,694,585,641
1,0,0,"Araucania",2023,842,855,657,620
1,1,0,"Valparaiso",2023,937,951,696,607
0,1,0,"Biobio",2016,292,339,378,500
1,1,0,"Los Lagos",2022,722,741,593,699
0,0,0,"Valparaiso",2023,580,580,0,0
1,0,0,"Tarapaca",2023,837,845,844,711
1,0,0,"Maule",2022,814,830,811,774
0,0,1,"Metropolitana",2023,865,907,0,0
0,0,0,"Valparaiso",2023,468,468,413,397
1,0,0,"Metropolitana",2023,793,793,797,686
1,0,0,"Biobio",2023,828,840,680,799
0,0,0,"Valparaiso",2023,736,744,563,484
0,0,0,"Maule",2023,650,650,505,496
0,1,0,"Metropolitana",2019,689,721,593,500
1,0,0,"Metropolitana",2023,793,793,717,754
0,1,0,"Coquimbo",2023,636,636,0,0
1,1,0,"Metropolitana",2023,922,1000,917,679
0,1,1,"Biobio",2022,743,765,585,597
1,1,0,"Valparaiso",2023,865,888,576,573
0,1,0,"Nuble",2017,699,707,0,0
1,1,0,"Los Lagos",2023,799,826,642,759
1,1,0,"Araucania",2023,814,843,450,510
1,1,1,"Atacama",2023,571,571,599,620
1,1,0,"OHiggins",2023,519,519,513,625
0,1,0,"Metropolitana",2023,0,0,0,0
1,1,0,"Los Lagos",2023,680,687,535,597
0,1,0,"Metropolitana",2023,650,657,436,409
0,1,1,"Metropolitana",2023,554,554,436,534
1,1,0,"OHiggins",2022,694,698,478,576
0,0,0,"Araucania",2023,814,823,535,711
0,0,1,"Arica",2023,481,481,523,506
0,1,0,"Metropolitana",2023,808,813,513,607
1,0,0,"Maule",2021,823,829,628,696
0,0,0,"Metropolitana",2012,425,425,0,0
1,0,1,"Metropolitana",2023,724,748,628,489
1,0,0,"Araucania",2023,742,743,680,707
1,1,0,"Nuble",2023,736,736,424,597
0,0,1,"Valparaiso",2023,545,545,0,0
0,0,1,"Biobio",2023,715,767,505,438
0,1,0,"Metropolitana",2023,556,556,505,597
0,0,1,"OHiggins",2023,843,862,0,0
0,1,1,"Metropolitana",2023,738,773,0,0
0,0,1,"Valparaiso",2022,851,910,0,0
1,1,0,"Metropolitana",2023,922,1000,746,696
0,1,1,"Metropolitana",2023,729,750,642,573
0,0,0,"Metropolitana",2023,519,519,424,354
1,0,0,"Araucania",2022,685,686,616,669
1,0,0,"OHiggins",2023,757,761,669,802
0,0,1,"Metropolitana",2023,857,885,657,665
0,1,0,"Metropolitana",2023,937,958,523,656
1,0,0,"Metropolitana",2023,915,1000,607,636
1,0,0,"Valparaiso",2023,928,1000,607,696
0,1,1,"Coquimbo",2023,538,538,0,0
1,0,0,"Metropolitana",2023,937,950,844,784
0,0,0,"Metropolitana",2023,657,657,585,540
0,1,0,"Metropolitana",2019,585,585,576,686
1,1,0,"Los Lagos",2023,856,882,797,784
1,1,1,"OHiggins",2023,871,936,413,454
1,0,0,"Valparaiso",2022,504,504,465,576
1,0,0,"Metropolitana",2023,922,924,989,726
1,0,0,"Biobio",2022,879,901,657,0
0,0,1,"Metropolitana",2023,644,644,575,696
1,1,0,"Araucania",2023,879,893,585,699
0,0,0,"Nuble",2023,699,716,465,466
1,1,0,"Metropolitana",2022,900,913,963,774
0,1,0,"Metropolitana",2021,567,567,489,534
1,0,0,"Metropolitana",2019,415,415,563,506
1,0,0,"Maule",2020,900,902,939,784
0,0,0,"Metropolitana",2023,664,664,585,473
1,1,0,"Metropolitana",2023,870,931,761,721
0,1,0,"Biobio",2023,483,483,0,0
0,1,0,"Maule",2020,900,923,844,699
1,1,1,"Metropolitana",2022,729,775,450,576
1,0,0,"Los Rios",2023,879,936,549,788
1,1,0,"Metropolitana",2023,586,586,523,534
1,1,0,"OHiggins",2023,779,787,628,651
1,1,0,"Biobio",2023,951,974,773,774
0,1,0,"Maule",2023,572,572,523,438
0,1,0,"Valparaiso",2022,580,588,607,770
0,0,1,"Maule",2023,808,838,0,0
0,1,0,"Metropolitana",2023,519,519,424,409
1,0,0,"Metropolitana",2023,907,1000,963,759
0,0,0,"Valparaiso",2019,699,701,696,641
0,0,1,"Valparaiso",2023,554,554,392,438
1,1,0,"Nuble",2023,785,785,489,699
1,1,0,"Metropolitana",2023,970,1000,773,707
1,1,1,"Los Rios",2023,700,722,585,466
0,0,0,"Araucania",2023,551,551,0,0
0,0,0,"Metropolitana",2023,722,722,688,651
0,1,0,"Maule",2019,488,488,465,641
1,1,0,"Metropolitana",2023,1000,1000,607,679
0,0,0,"Metropolitana",2023,699,732,535,388
1,1,0,"Arica",2023,851,861,513,611
0,1,0,"Aysen",2023,757,757,680,707
0,1,1,"Metropolitana",2023,529,529,450,506
0,0,1,"Los Rios",2023,574,576,0,0
1,1,0,"Metropolitana",2023,914,986,607,491
0,0,0,"Los Lagos",2023,547,547,0,0
0,0,0,"Metropolitana",2022,994,1000,0,0
1,0,0,"Biobio",2022,551,551,669,754
1,1,0,"Biobio",2023,608,608,549,651
1,1,0,"Maule",2023,928,937,585,611
0,0,1,"Nuble",2023,895,918,535,481
1,0,0,"Metropolitana",2023,928,942,989,878
1,1,0,"Metropolitana",2020,808,856,505,589
1,1,1,"Metropolitana",2023,994,1000,657,802
1,1,1,"Biobio",2022,857,955,616,669
0,0,0,"OHiggins",2023,594,594,478,405
0,1,0,"Metropolitana",2020,725,725,523,815
0,0,0,"Biobio",2023,823,823,575,549
1,1,0,"Biobio",2020,664,662,505,665
0,1,1,"Los Rios",2023,623,623,465,534
1,1,0,"Biobio",2022,599,604,607,726
0,1,0,"Valparaiso",2023,703,722,392,423
1,0,1,"Metropolitana",2023,715,760,861,641
1,1,0,"Los Rios",2023,886,904,746,696
1,1,0,"Atacama",2023,870,873,785,774
1,0,1,"Metropolitana",2023,965,997,827,896
0,1,0,"Metropolitana",2023,671,671,505,582
0,0,0,"Metropolitana",2023,580,580,0,524
1,1,1,"Valparaiso",2023,829,846,593,625
0,1,0,"Metropolitana",2015,488,488,549,669
0,0,1,"Coquimbo",2023,411,411,465,397
0,1,0,"Metropolitana",2023,708,724,657,620
1,0,0,"Metropolitana",2023,851,864,746,784
1,0,0,"Coquimbo",2020,870,957,746,837
0,1,0,"Valparaiso",2023,779,788,413,563
1,1,0,"Valparaiso",2023,965,1000,688,665
1,1,1,"Maule",2023,752,765,489,584
0,0,1,"OHiggins",2023,529,529,465,466
1,1,0,"Valparaiso",2023,942,1000,616,689
1,1,0,"Metropolitana",2023,727,730,535,711
1,0,0,"Metropolitana",2023,680,680,717,754
0,0,0,"OHiggins",2023,837,889,844,686
1,1,0,"Biobio",2021,657,659,436,481
0,0,0,"Coquimbo",2023,942,1000,465,510
0,0,0,"Biobio",2023,504,504,450,591
0,0,1,"Metropolitana",2023,695,714,523,611
1,0,1,"Metropolitana",2019,743,884,0,582
1,1,0,"Biobio",2016,886,894,705,947
0,0,0,"Metropolitana",2020,680,680,827,742
0,0,0,"Los Rios",2023,321,321,0,0
0,1,1,"Metropolitana",2023,951,994,688,636
0,1,0,"Metropolitana",2023,823,826,523,711
0,0,1,"Biobio",2023,601,612,0,0
0,1,0,"Araucania",2019,378,396,0,0
1,0,0,"Maule",2023,622,622,498,600
0,1,0,"Metropolitana",2022,708,748,746,641
0,0,0,"OHiggins",2023,685,688,688,549
1,1,0,"Araucania",2022,708,720,563,721
0,0,0,"Maule",2020,447,447,535,597
1,1,0,"Biobio",2022,558,558,478,466
1,0,0,"OHiggins",2023,851,864,773,721
1,1,0,"Metropolitana",2023,664,664,616,636
1,1,0,"Maule",2023,942,969,785,665
1,1,0,"Metropolitana",2022,900,946,669,819
0,1,0,"Metropolitana",2023,330,330,549,611
0,1,0,"Metropolitana",2019,580,580,498,418
1,0,0,"Metropolitana",2023,643,643,705,636
0,1,0,"Metropolitana",2020,680,680,607,721
0,1,0,"Metropolitana",2023,886,908,657,726
1,1,0,"Metropolitana",2023,757,776,696,625
1,1,0,"Nuble",2023,685,693,576,600
0,0,0,"Metropolitana",2023,765,765,549,686
0,0,1,"Valparaiso",2023,538,538,465,489
0,1,0,"Coquimbo",2023,608,609,450,491
1,0,0,"Valparaiso",2023,799,809,616,589
1,1,0,"Maule",2020,922,945,963,854
1,1,0,"Metropolitana",2023,742,751,523,620
0,0,0,"Los Rios",2023,736,760,0,597
0,0,0,"Antofagasta",2023,799,814,600,676
1,1,0,"Metropolitana",2023,823,825,879,742
0,0,0,"Metropolitana",2023,713,770,478,354
1,1,0,"Biobio",2023,799,815,535,600
0,0,0,"OHiggins",2023,757,766,616,636
1,1,0,"Metropolitana",2023,742,742,599,549
1,0,0,"Maule",2023,922,931,861,857
0,1,0,"Metropolitana",2023,928,989,773,699
0,0,0,"Los Lagos",2023,722,722,642,788
1,0,0,"OHiggins",2019,828,847,879,754
1,0,0,"Metropolitana",2023,779,779,963,833
0,1,0,"Arica",2023,708,721,576,438
0,0,0,"Maule",2023,436,436,436,321
1,0,0,"Antofagasta",2023,594,594,688,696
0,0,1,"Antofagasta",2023,574,607,563,378
1,1,0,"Biobio",2023,922,943,585,489
1,1,1,"Los Lagos",2023,837,913,628,802
1,0,1,"Metropolitana",2023,909,982,705,679
1,0,0,"OHiggins",2023,771,776,628,774
0,0,1,"Metropolitana",2023,545,545,642,418
0,0,0,"Metropolitana",2021,400,405,450,405
1,0,0,"Valparaiso",2023,965,1000,963,815
1,1,0,"Maule",2023,886,905,811,707
1,1,1,"Atacama",2022,771,800,705,665
0,0,0,"Maule",2023,510,510,465,489
1,1,0,"Magallanes",2021,814,829,505,563
1,0,0,"Metropolitana",2021,436,436,498,759
1,0,1,"Valparaiso",2023,681,685,657,600
0,1,0,"Metropolitana",2023,828,911,593,689
0,0,1,"Metropolitana",2023,370,370,523,524
0,1,0,"Metropolitana",2023,643,712,0,707
1,0,0,"Metropolitana",2023,785,789,827,726
0,1,0,"Los Lagos",2023,808,819,478,589
1,0,0,"Valparaiso",2021,779,784,680,665
1,1,0,"Los Rios",2022,685,700,585,679
1,0,0,"Metropolitana",2023,613,628,717,597
1,1,0,"Metropolitana",2022,828,847,669,656
1,0,0,"Metropolitana",2022,779,804,669,711
0,0,1,"Biobio",2023,497,497,413,484
0,1,1,"Maule",2023,937,983,585,554
