"empleo_fl","sexo","tipo_edu","region","egreso","hab_dig","hab_ciud","hab_num","hab_verb"
0,1,1,"Metropolitana",2023,571,571,0,0
0,1,0,"Nuble",2023,685,698,585,434
0,1,0,"Atacama",2023,708,708,549,534
0,1,0,"Valparaiso",2023,572,572,489,500
0,1,0,"Metropolitana",2023,495,495,505,597
1,1,1,"Los Lagos",2023,928,970,785,589
0,0,1,"Metropolitana",2023,523,523,0,0
0,0,0,"Maule",2023,580,580,0,0
0,1,1,"Metropolitana",2023,595,596,642,774
1,1,0,"Maule",2023,837,842,549,611
0,0,1,"Biobio",2018,379,387,0,0
0,1,0,"Metropolitana",2023,572,572,523,591
0,1,0,"Metropolitana",2023,685,685,585,656
1,0,0,"Tarapaca",2023,893,898,963,922
1,1,0,"Metropolitana",2023,837,903,563,726
0,0,0,"Maule",2023,713,717,0,0
0,0,1,"Los Lagos",2023,459,459,450,385
0,1,0,"Metropolitana",2023,526,570,0,100
1,0,0,"Metropolitana",2023,951,974,1000,837
0,0,0,"Biobio",2023,504,504,0,0
0,0,0,"Los Lagos",2023,699,702,607,625
0,0,0,"Araucania",2023,519,519,642,600
1,1,1,"OHiggins",2023,743,775,403,449
1,1,0,"Metropolitana",2017,664,664,657,815
0,0,0,"Metropolitana",2020,731,769,0,0
1,1,0,"Metropolitana",2021,785,798,600,799
0,0,0,"Biobio",2023,823,823,785,679
1,1,0,"Valparaiso",2023,785,805,585,584
1,0,0,"Metropolitana",2023,808,854,563,679
1,0,0,"Los Lagos",2023,736,768,705,689
1,0,0,"Biobio",2023,441,441,593,491
0,0,0,"Araucania",2022,463,468,392,489
0,0,0,"Metropolitana",2023,551,551,616,636
0,0,0,"Maule",2023,907,965,523,491
1,1,1,"Nuble",2023,801,830,607,549
0,0,0,"Biobio",2023,567,567,505,354
0,1,0,"Metropolitana",2023,257,257,0,0
1,0,0,"Valparaiso",2023,572,572,628,534
1,1,1,"Metropolitana",2022,880,959,576,534
1,0,0,"Maule",2023,842,861,862,679
1,0,0,"Metropolitana",2023,722,744,746,582
1,1,0,"Maule",2022,937,953,616,0
0,0,0,"Nuble",2023,907,913,797,726
0,1,1,"Metropolitana",2023,582,582,436,607
0,1,0,"Metropolitana",2022,558,558,576,549
0,1,1,"Metropolitana",2023,616,616,498,554
1,0,0,"Metropolitana",2021,985,1000,939,837
0,1,1,"Valparaiso",2023,595,595,450,405
1,1,1,"Biobio",2023,837,894,505,540
1,1,0,"Metropolitana",2023,951,965,680,774
1,0,0,"Metropolitana",2023,922,924,1000,874
1,1,0,"Metropolitana",2022,837,870,746,738
1,1,0,"Los Rios",2023,808,845,657,726
0,1,0,"Metropolitana",2023,914,959,616,506
0,1,0,"Metropolitana",2023,599,599,450,496
0,0,1,"Metropolitana",2023,644,654,489,418
0,1,0,"Metropolitana",2023,447,447,535,534
0,0,0,"Metropolitana",2023,577,598,413,354
1,1,0,"Metropolitana",2023,879,887,593,721
1,1,0,"Metropolitana",2022,694,699,680,534
1,1,0,"Valparaiso",2023,594,594,450,484
0,1,0,"Metropolitana",2022,713,732,563,463
1,1,1,"Los Lagos",2023,644,678,563,489
0,1,1,"Valparaiso",2023,571,571,478,434
0,1,1,"Los Rios",2023,757,988,0,0
1,1,0,"Metropolitana",2022,722,762,513,476
1,0,0,"Los Rios",2023,823,846,761,788
0,0,0,"Metropolitana",2020,628,628,413,641
0,0,1,"Coquimbo",2022,574,581,0,0
1,0,0,"Biobio",2023,837,842,628,567
0,1,0,"Valparaiso",2023,567,567,0,449
1,1,0,"Metropolitana",2022,870,934,585,620
1,0,0,"Valparaiso",2021,727,766,717,589
0,1,0,"Metropolitana",2023,851,894,563,607
0,1,0,"Maule",2023,580,580,498,449
0,1,0,"OHiggins",2021,900,920,0,0
0,0,0,"Biobio",2023,736,736,585,554
0,0,0,"Metropolitana",2023,851,872,575,489
0,0,0,"Biobio",2023,551,551,0,0
1,1,0,"Araucania",2023,970,976,990,754
1,1,0,"Maule",2023,779,788,607,584
0,1,0,"Valparaiso",2023,708,709,576,679
0,1,0,"Metropolitana",2022,447,447,424,434
0,1,0,"Metropolitana",2004,0,0,0,721
0,1,0,"Valparaiso",2023,542,542,489,484
1,1,0,"Arica",2023,870,875,489,418
0,1,0,"Metropolitana",2023,808,840,628,689
1,1,0,"Araucania",2023,680,697,535,524
1,0,1,"Atacama",2021,729,747,563,506
0,0,0,"Magallanes",2023,650,650,563,699
1,1,0,"Metropolitana",2022,664,664,593,689
0,0,0,"OHiggins",2022,650,650,0,0
1,0,1,"Araucania",2022,900,989,0,0
0,1,0,"Metropolitana",2022,799,814,465,350
1,1,0,"Metropolitana",2023,713,736,478,554
0,0,1,"OHiggins",2023,637,654,575,669
0,0,0,"Metropolitana",2023,551,551,505,656
1,1,0,"Metropolitana",2023,823,850,523,651
0,0,1,"Metropolitana",2023,474,474,523,496
0,1,0,"Metropolitana",1987,636,636,0,0
0,0,0,"Valparaiso",2023,599,608,657,689
1,1,0,"Metropolitana",2023,914,925,628,738
0,0,0,"Metropolitana",2023,900,909,862,770
0,0,0,"Los Lagos",2023,650,650,576,454
1,1,0,"Metropolitana",2023,928,954,746,819
1,0,1,"Arica",2023,729,767,600,584
1,1,0,"Valparaiso",2023,979,1000,696,686
1,1,0,"Metropolitana",2021,599,599,746,591
0,0,1,"Arica",2023,338,338,0,0
0,0,1,"Metropolitana",2023,724,801,0,0
0,0,0,"Antofagasta",2019,488,488,392,567
1,1,1,"Metropolitana",2023,672,679,563,759
1,0,0,"Maule",2021,942,949,963,802
0,1,1,"Metropolitana",2023,396,396,0,0
0,0,1,"Nuble",2023,582,582,616,689
1,1,0,"Metropolitana",2022,870,905,717,899
1,0,0,"Araucania",2022,713,729,576,620
0,1,1,"Araucania",2023,574,574,0,0
1,1,1,"Maule",2022,686,686,585,418
1,1,0,"Metropolitana",2023,842,893,669,721
0,1,1,"Valparaiso",2023,644,645,0,0
0,0,0,"Metropolitana",2020,771,823,0,0
1,1,0,"Metropolitana",2023,828,841,607,696
1,0,0,"Metropolitana",2022,680,681,773,519
0,1,1,"Metropolitana",2023,523,523,0,554
1,0,0,"Metropolitana",2022,970,988,0,874
1,0,0,"Antofagasta",2022,814,851,797,784
0,0,0,"Biobio",2023,599,599,424,476
0,1,0,"Metropolitana",2023,643,648,498,423
0,1,0,"Valparaiso",2023,722,722,628,699
1,1,1,"Los Lagos",2022,623,694,797,711
0,0,0,"Araucania",2023,393,393,0,0
0,0,1,"Metropolitana",2023,700,720,362,367
1,1,0,"Nuble",2023,951,997,616,679
0,0,0,"Valparaiso",2021,569,569,465,799
1,0,1,"Valparaiso",2023,965,1000,773,896
1,1,1,"Araucania",2023,829,928,616,600
1,0,0,"Metropolitana",2022,793,838,679,721
1,1,1,"OHiggins",2023,554,554,489,591
0,0,0,"Metropolitana",2023,785,819,0,0
1,1,0,"Metropolitana",2023,879,891,696,899
1,0,0,"Maule",2022,510,511,628,576
0,1,0,"Metropolitana",2023,856,887,593,510
1,0,0,"Valparaiso",2023,785,788,989,759
0,0,1,"Maule",2023,506,506,535,510
1,1,0,"Antofagasta",2023,942,982,827,819
0,0,1,"OHiggins",2023,474,474,0,0
1,1,0,"Nuble",2022,865,871,535,540
0,1,1,"Metropolitana",2023,582,582,535,423
1,1,1,"Araucania",2023,851,887,403,434
1,1,0,"Biobio",2023,510,510,505,454
1,1,1,"Los Lagos",2023,829,1000,505,466
0,0,1,"Metropolitana",2023,433,433,498,449
1,1,0,"Biobio",2021,793,832,679,641
0,1,0,"OHiggins",2023,0,0,0,0
0,1,0,"Los Lagos",2023,727,732,450,689
0,1,0,"Metropolitana",2023,814,815,669,669
0,1,0,"Metropolitana",2023,771,787,465,491
0,1,0,"Maule",2023,713,713,436,473
0,0,0,"Antofagasta",2023,330,330,0,434
1,1,0,"Maule",2023,799,803,505,524
0,1,0,"Metropolitana",2023,828,840,797,711
0,0,0,"Los Rios",2023,699,707,669,679
1,0,0,"Coquimbo",2023,722,754,523,742
0,1,0,"Metropolitana",2023,694,694,465,573
1,1,0,"Arica",2023,893,898,513,473
1,1,0,"Nuble",2020,586,586,523,563
0,1,0,"OHiggins",2023,742,742,535,489
0,1,1,"Metropolitana",2023,956,988,773,854
1,1,0,"Biobio",2021,922,1000,746,802
0,0,1,"Valparaiso",2023,715,729,498,549
0,0,1,"Los Lagos",2023,465,465,0,0
0,1,1,"Metropolitana",2009,523,524,0,0
0,1,0,"Metropolitana",2023,893,914,607,597
1,0,0,"Metropolitana",2022,856,869,827,896
1,1,0,"Biobio",2021,937,955,0,802
1,0,0,"Valparaiso",2019,799,833,897,922
1,1,0,"Los Rios",2023,751,754,498,665
0,1,0,"Metropolitana",2023,937,950,585,484
1,0,0,"Metropolitana",2021,510,510,535,754
0,1,0,"Valparaiso",2023,594,594,346,434
0,0,0,"Biobio",2023,928,951,593,591
0,1,0,"Biobio",2023,907,1000,585,597
1,1,1,"Maule",2023,787,866,628,726
1,0,0,"Antofagasta",2023,886,911,897,754
1,0,0,"OHiggins",2022,793,793,811,726
1,0,0,"Los Lagos",2022,828,841,576,573
0,1,0,"OHiggins",2023,865,888,576,611
0,0,1,"Biobio",2016,529,529,0,0
0,0,0,"Metropolitana",2023,504,504,642,576
0,0,0,"Metropolitana",2023,799,827,0,0
1,1,0,"Araucania",2022,771,785,593,567
1,0,0,"Metropolitana",2023,879,884,917,819
0,0,1,"Metropolitana",2023,601,620,0,0
1,1,1,"Valparaiso",2023,865,964,563,597
0,0,0,"Biobio",2023,586,586,498,449
1,1,0,"Metropolitana",2022,842,888,575,607
0,0,0,"Metropolitana",2020,694,694,0,0
1,0,0,"Los Lagos",2023,643,659,607,759
0,1,1,"Coquimbo",2023,560,560,593,665
0,1,0,"Valparaiso",2020,652,661,0,473
0,0,1,"Araucania",2023,364,364,0,0
1,0,0,"Biobio",2022,493,493,513,707
1,1,0,"Metropolitana",2023,567,567,563,651
0,1,0,"Metropolitana",2020,699,742,0,0
0,1,0,"Biobio",2022,542,542,392,491
0,0,0,"Metropolitana",2023,842,844,963,754
1,1,0,"OHiggins",2023,799,804,705,788
1,0,0,"Metropolitana",2023,942,983,989,802
0,0,0,"OHiggins",2023,680,680,628,597
0,1,0,"Metropolitana",2023,643,643,513,496
0,0,0,"Antofagasta",2022,657,657,0,540
0,1,0,"Atacama",2023,474,474,0,0
0,1,0,"Valparaiso",2023,951,953,797,721
0,0,1,"Metropolitana",2023,630,630,585,549
1,1,0,"Metropolitana",2021,934,1000,696,754
0,0,1,"Coquimbo",2023,587,595,575,484
0,0,0,"Metropolitana",2023,628,632,563,489
0,0,1,"Antofagasta",2023,560,560,0,0
1,1,0,"Metropolitana",2019,425,438,0,656
1,0,1,"Los Lagos",2022,738,766,549,567
1,0,0,"Metropolitana",2023,757,775,705,611
1,0,1,"Magallanes",2020,715,735,413,641
1,0,0,"Metropolitana",2022,536,536,628,589
0,0,0,"Araucania",2023,536,536,0,0
1,1,1,"Metropolitana",2023,909,1000,688,656
1,0,0,"Valparaiso",2013,580,580,549,788
0,0,0,"Metropolitana",2023,441,441,505,489
1,1,0,"Coquimbo",2022,851,889,657,510
0,1,0,"Aysen",2023,788,885,0,491
1,1,0,"Antofagasta",2023,823,831,717,689
0,0,1,"Metropolitana",2023,601,601,0,0
0,1,0,"Valparaiso",2023,823,865,403,463
0,1,1,"Araucania",2022,601,616,403,0
0,0,0,"Metropolitana",2023,708,708,436,409
0,0,0,"Los Lagos",2023,432,432,450,549
0,0,0,"Nuble",2023,643,652,576,665
1,1,0,"Metropolitana",2023,432,432,505,454
1,0,0,"Metropolitana",2021,542,542,0,418
1,0,0,"Metropolitana",2023,757,781,861,679
1,0,1,"Maule",2022,928,1000,811,641
0,0,1,"Biobio",2023,450,450,0,0
0,0,1,"Metropolitana",2020,443,451,549,519
0,0,0,"Biobio",2017,599,599,607,799
1,1,0,"Arica",2023,842,845,513,665
0,0,0,"Maule",2023,613,613,498,434
0,1,0,"Araucania",2023,837,840,450,338
1,1,0,"Metropolitana",2023,586,586,657,473
0,0,1,"Los Lagos",2023,427,427,0,0
0,1,0,"Valparaiso",2023,765,776,0,0
0,0,0,"Valparaiso",2023,685,708,535,738
1,0,0,"Biobio",2023,799,815,761,721
0,0,1,"Coquimbo",2023,709,743,478,584
1,1,0,"Metropolitana",2022,742,756,593,611
1,0,0,"Nuble",2023,837,857,607,669
1,1,0,"Valparaiso",2022,900,918,785,696
0,1,1,"Maule",2023,829,847,585,540
1,1,0,"Metropolitana",2022,879,905,489,554
0,0,1,"Nuble",2015,450,469,0,0
0,0,0,"Metropolitana",2023,699,699,761,686
1,0,0,"Metropolitana",2023,594,594,549,540
0,0,0,"Metropolitana",2023,604,638,465,540
0,0,0,"OHiggins",2023,636,636,498,496
1,0,0,"Metropolitana",2023,823,928,505,563
1,0,0,"Coquimbo",2023,594,594,505,656
1,1,0,"Valparaiso",2022,886,937,688,0
0,0,1,"Araucania",2023,347,347,0,496
0,0,1,"Tarapaca",2023,815,831,0,0
1,1,1,"Metropolitana",2023,771,809,424,554
0,1,0,"OHiggins",2023,893,912,746,625
0,1,0,"Biobio",2023,785,794,478,651
0,1,0,"OHiggins",2023,842,851,797,686
0,1,0,"Metropolitana",2023,643,644,465,463
0,0,0,"Antofagasta",2023,699,699,489,489
1,1,0,"Biobio",2023,879,940,696,726
1,1,0,"Metropolitana",2023,865,865,939,874
1,1,0,"Metropolitana",2023,799,880,600,711
0,1,0,"Metropolitana",2022,572,572,478,463
0,1,0,"Metropolitana",2023,699,706,585,721
0,1,0,"Araucania",2023,599,599,436,510
0,0,0,"Metropolitana",2023,771,771,897,815
1,0,0,"Maule",2023,922,986,657,699
1,1,0,"Araucania",2023,937,945,862,679
0,1,1,"Biobio",2023,857,868,549,519
0,0,0,"Metropolitana",2023,387,387,436,367
0,1,0,"Metropolitana",2023,643,643,563,582
1,1,1,"Metropolitana",2023,752,929,599,563
1,0,0,"OHiggins",2023,870,888,616,636
1,1,0,"Metropolitana",2023,879,883,963,754
1,0,0,"Nuble",2023,900,911,680,857
1,0,0,"Metropolitana",2022,799,860,797,0
0,0,0,"Araucania",2023,613,613,696,707
1,1,0,"Maule",2022,650,654,489,625
1,1,0,"Araucania",2023,650,650,657,754
1,0,0,"Tarapaca",2023,713,725,576,484
1,0,0,"Coquimbo",2023,922,935,989,878
0,0,0,"OHiggins",2023,567,567,436,506
1,0,0,"Metropolitana",2022,580,580,642,576
0,1,0,"Antofagasta",2022,664,664,679,589
0,0,0,"Metropolitana",2023,613,613,478,519
1,0,0,"Valparaiso",2023,942,1000,575,774
0,0,0,"Los Lagos",2020,628,628,0,0
1,1,1,"Metropolitana",2022,900,952,679,0
0,1,1,"Metropolitana",2023,766,830,413,473
1,0,0,"Biobio",2023,526,526,498,607
1,1,0,"Maule",2023,837,861,424,524
0,0,0,"Araucania",2023,586,631,0,0
1,0,0,"Antofagasta",2023,628,629,535,491
0,0,1,"Metropolitana",2023,900,923,628,774
0,0,1,"Metropolitana",2023,385,385,498,476
0,1,0,"Metropolitana",2022,879,888,0,0
0,0,0,"Coquimbo",2023,643,643,436,423
1,0,0,"Biobio",2019,504,504,0,0
0,1,1,"Araucania",2023,574,574,489,473
0,1,0,"Nuble",2023,842,848,489,418
0,0,1,"Metropolitana",2023,601,601,465,434
0,0,0,"Metropolitana",2019,526,526,679,651
1,1,0,"Metropolitana",2022,757,764,600,554
0,1,0,"Nuble",2023,664,664,657,669
1,1,1,"Metropolitana",2023,979,1000,879,854
0,1,0,"Valparaiso",2023,473,473,563,676
0,1,1,"Arica",2023,616,616,403,405
0,1,0,"Los Rios",2022,914,1000,705,788
0,0,0,"Valparaiso",2019,510,510,0,0
0,0,0,"Coquimbo",2023,536,536,523,423
0,0,0,"Metropolitana",2023,567,567,436,476
0,0,0,"Metropolitana",2020,586,586,688,770
1,0,0,"Los Lagos",2023,657,664,563,696
0,1,1,"Atacama",2023,571,571,0,0
0,0,0,"Tarapaca",2023,694,722,478,607
1,1,0,"Metropolitana",2023,842,844,811,726
1,0,0,"Metropolitana",2023,751,780,797,854
0,1,1,"OHiggins",2022,582,582,392,491
1,1,0,"Metropolitana",2023,900,985,939,774
0,0,1,"OHiggins",2023,681,723,478,591
0,0,0,"Biobio",2023,722,728,489,454
1,0,0,"Metropolitana",2023,828,846,642,676
0,1,0,"Metropolitana",2022,456,456,346,589
1,0,0,"Metropolitana",2023,713,761,563,600
1,1,0,"Araucania",2023,856,866,505,423
1,0,0,"Biobio",2018,468,468,498,573
1,1,1,"Metropolitana",2023,900,968,450,466
1,1,0,"Valparaiso",2023,814,825,535,540
0,0,0,"Metropolitana",2023,483,483,436,0
1,1,0,"Biobio",2022,727,727,513,589
1,1,0,"Metropolitana",2022,814,826,576,676
0,1,1,"Metropolitana",2023,658,672,0,689
1,0,0,"Metropolitana",2023,542,542,563,576
1,0,0,"Valparaiso",2023,456,456,450,607
1,1,0,"Biobio",2023,628,628,642,597
1,1,0,"Coquimbo",2023,956,984,773,573
0,0,0,"Metropolitana",2023,951,963,861,770
1,1,0,"Coquimbo",2023,1000,1000,811,784
1,1,0,"Metropolitana",2021,694,694,563,656
0,1,0,"OHiggins",2023,643,643,0,0
1,0,0,"Biobio",2023,628,629,773,524
1,1,0,"Metropolitana",2023,585,608,535,549
0,0,1,"Los Lagos",2015,497,497,523,721
1,1,0,"Biobio",2023,837,848,576,611
1,1,0,"OHiggins",2020,636,643,0,0
1,0,0,"Aysen",2023,779,788,563,576
1,0,0,"Metropolitana",2023,608,608,657,669
0,0,0,"Biobio",2023,536,536,585,549
0,0,1,"Valparaiso",2023,880,901,523,625
1,0,0,"Metropolitana",2023,965,1000,989,833
0,0,1,"Metropolitana",2023,331,331,0,0
0,0,1,"Metropolitana",2023,459,459,616,582
0,1,0,"Metropolitana",2023,599,599,436,388
0,1,0,"Metropolitana",2023,856,876,0,0
1,0,0,"Biobio",2023,785,786,917,641
0,1,0,"Metropolitana",2016,814,829,0,0
0,1,1,"Arica",2023,942,1000,498,607
0,0,0,"Araucania",2023,643,643,513,473
0,1,0,"Valparaiso",2022,650,665,585,476
1,0,0,"OHiggins",2019,708,950,797,669
0,0,0,"Metropolitana",2023,510,510,0,534
1,1,0,"Metropolitana",2023,886,909,593,589
0,0,1,"Coquimbo",2023,715,720,0,0
1,1,0,"Valparaiso",2023,851,881,585,554
0,0,1,"Metropolitana",2023,729,754,535,519
1,0,0,"Metropolitana",2023,727,747,717,620
1,1,0,"Maule",2022,567,567,489,665
1,0,0,"Coquimbo",2022,436,436,498,449
1,1,1,"Valparaiso",2023,787,838,498,669
0,0,0,"Metropolitana",2023,680,683,717,607
1,1,0,"Antofagasta",2023,771,794,505,597
1,1,0,"Valparaiso",2023,823,839,513,576
0,0,1,"Biobio",2023,652,658,593,496
0,1,0,"Arica",2023,865,875,549,449
1,1,0,"Nuble",2023,851,857,746,584
1,0,0,"Valparaiso",2023,657,657,585,784
0,1,0,"Valparaiso",2023,771,809,563,742
0,1,0,"Maule",2023,567,567,535,484
1,0,0,"Valparaiso",2023,828,833,717,567
1,0,1,"OHiggins",2023,459,459,478,549
1,0,0,"Metropolitana",2011,865,895,990,833
0,0,0,"Metropolitana",2023,447,447,0,0
0,1,0,"Metropolitana",2023,865,882,628,699
1,0,0,"Aysen",2023,928,958,705,707
1,1,0,"Valparaiso",2023,643,658,642,584
0,1,0,"Metropolitana",2023,393,393,478,466
0,1,0,"Metropolitana",2023,622,624,403,463
0,0,0,"Valparaiso",2023,473,473,498,378
0,0,1,"Tarapaca",2023,709,749,0,0
0,1,0,"Metropolitana",2023,914,992,478,774
0,0,0,"Metropolitana",2023,542,542,535,591
0,0,1,"Arica",2019,780,842,0,0
0,1,0,"Coquimbo",2023,922,990,688,689
0,1,1,"Valparaiso",2023,459,459,523,367
0,1,0,"Biobio",2023,937,949,717,711
0,1,1,"Metropolitana",2023,709,717,450,484
0,0,0,"Metropolitana",2022,493,493,593,600
0,1,1,"Los Rios",2019,587,587,0,0
0,1,0,"Metropolitana",2023,519,519,513,656
0,1,1,"Maule",2023,851,886,498,434
0,0,0,"Coquimbo",2023,799,800,575,591
1,1,0,"Metropolitana",2023,742,763,549,636
1,1,0,"Los Lagos",2022,828,859,465,696
1,0,0,"Metropolitana",2019,536,536,642,589
1,0,0,"Metropolitana",2023,893,907,939,726
1,1,0,"Tarapaca",2023,799,834,392,534
1,0,0,"Biobio",2023,685,687,576,696
0,0,0,"Metropolitana",2023,483,483,0,0
1,0,0,"Metropolitana",2023,956,978,917,784
1,0,0,"Los Rios",2022,586,586,575,738
1,1,0,"Arica",2022,567,567,535,510
0,1,0,"Los Rios",2023,650,650,576,534
1,1,0,"Los Lagos",2023,808,832,465,466
0,0,0,"Araucania",2023,865,896,688,510
1,0,0,"Antofagasta",2023,865,919,593,802
1,0,0,"Metropolitana",2022,937,951,989,707
1,0,0,"OHiggins",2022,622,624,657,711
0,1,1,"Biobio",2023,729,740,498,418
0,1,1,"Antofagasta",2023,0,0,424,378
1,0,0,"Maule",2021,510,511,478,641
0,0,0,"Valparaiso",2023,893,954,465,567
1,0,0,"Metropolitana",2023,628,628,563,669
1,1,0,"Valparaiso",2023,567,567,696,563
1,1,0,"Metropolitana",2022,608,608,576,802
0,0,0,"Metropolitana",2023,628,663,535,699
0,1,0,"Arica",2023,736,736,465,405
0,0,1,"Valparaiso",2023,681,694,523,473
0,1,0,"Maule",2023,685,685,549,591
0,1,0,"Los Lagos",2023,793,798,696,679
1,1,0,"Biobio",2022,751,751,657,651
1,1,0,"Metropolitana",2023,765,765,731,620
1,0,0,"Metropolitana",2023,757,797,489,721
1,0,0,"OHiggins",2020,727,762,642,656
0,1,0,"Coquimbo",2022,893,964,505,651
1,0,0,"Metropolitana",2023,463,463,549,554
1,1,0,"Metropolitana",2023,793,794,616,591
1,0,0,"Metropolitana",2023,751,751,861,802
0,0,1,"Valparaiso",2023,709,740,0,0
0,1,1,"Valparaiso",2023,652,652,0,463
1,0,0,"Metropolitana",2023,793,793,585,476
1,1,0,"Maule",2023,900,990,436,449
0,1,0,"Metropolitana",2023,412,412,424,466
1,1,1,"Maule",2023,871,885,478,589
1,0,0,"Maule",2022,636,663,669,676
0,0,1,"Valparaiso",2023,571,571,549,438
1,1,0,"Metropolitana",2023,785,786,549,600
0,1,1,"Valparaiso",2023,729,732,0,0
0,0,0,"Metropolitana",2023,842,847,669,563
1,0,0,"Los Lagos",2016,694,694,498,476
0,0,1,"Tarapaca",2018,491,491,0,321
1,0,0,"Metropolitana",2023,851,907,616,554
0,0,0,"Arica",2023,907,931,746,600
1,1,0,"Metropolitana",2023,799,801,575,696
0,0,1,"Biobio",2023,491,491,607,576
1,1,0,"Magallanes",2023,837,840,897,833
0,0,1,"Metropolitana",2023,385,386,0,0
0,0,1,"Metropolitana",2023,658,667,585,576
1,0,0,"Valparaiso",2023,879,886,679,549
0,0,0,"Metropolitana",2020,442,451,0,0
1,1,1,"Metropolitana",2023,729,757,616,600
0,0,1,"Metropolitana",2023,672,690,575,669
0,1,0,"Los Lagos",2023,915,1000,505,394
0,1,0,"Metropolitana",2021,828,888,0,0
1,1,0,"Metropolitana",2022,586,586,862,799
1,0,0,"Coquimbo",2022,599,599,785,576
1,1,0,"Metropolitana",2023,886,889,939,784
0,1,0,"Los Rios",2022,657,657,0,491
0,0,0,"Biobio",2019,429,429,478,589
1,0,0,"OHiggins",2018,742,800,563,573
0,0,0,"Antofagasta",2022,727,755,607,679
1,0,1,"Biobio",2023,630,630,628,707
1,1,0,"Metropolitana",2018,828,1000,436,726
0,0,0,"Biobio",2023,551,551,585,484
0,0,0,"Metropolitana",2023,851,871,0,0
0,0,0,"Valparaiso",2023,765,770,705,738
1,1,0,"Metropolitana",2023,722,722,585,582
0,1,0,"Metropolitana",2023,893,916,575,676
0,0,1,"Metropolitana",2023,523,523,0,0
0,0,0,"Metropolitana",2023,536,536,498,484
0,1,0,"Metropolitana",2023,856,899,523,473
0,1,1,"Valparaiso",2023,513,513,436,334
1,1,0,"Metropolitana",2023,851,876,642,711
0,1,0,"Biobio",2020,859,1000,450,500
1,0,0,"Metropolitana",2022,808,809,616,573
0,0,0,"Valparaiso",2023,0,0,0,0
1,0,0,"Metropolitana",2023,828,839,963,738
1,0,0,"Biobio",2016,622,622,549,689
1,1,1,"Arica",2021,474,474,489,600
0,1,0,"Biobio",2021,942,945,917,726
1,0,0,"Maule",2022,650,650,731,641
1,1,0,"Metropolitana",2023,785,817,731,665
1,1,0,"Valparaiso",2023,823,823,917,799
1,0,0,"Coquimbo",2023,536,536,593,500
1,0,0,"Valparaiso",2023,722,722,585,784
0,1,0,"Valparaiso",2023,922,974,465,338
0,0,0,"Los Rios",2023,586,587,505,484
1,1,0,"Valparaiso",2022,842,875,436,423
1,1,0,"Metropolitana",2016,551,551,688,815
0,0,1,"Coquimbo",2023,554,554,478,385
1,1,0,"Biobio",2023,956,1000,593,679
0,0,0,"Arica",2023,742,742,424,397
0,0,0,"Metropolitana",2023,488,488,607,597
1,1,0,"Atacama",2023,808,873,680,625
1,1,0,"Araucania",2022,599,599,576,519
0,1,0,"Metropolitana",2023,956,995,680,754
1,0,0,"Nuble",2023,708,708,523,576
0,1,0,"Valparaiso",2023,567,567,505,423
1,0,0,"Metropolitana",2015,742,744,917,721
1,0,0,"Valparaiso",2023,510,510,576,611
1,1,1,"Metropolitana",2023,880,976,498,397
1,0,0,"Biobio",2023,742,744,963,656
1,0,0,"Metropolitana",2020,814,897,963,854
1,1,0,"Metropolitana",2023,643,643,450,519
0,1,1,"Atacama",2023,465,465,0,0
1,1,0,"Los Lagos",2023,757,760,680,788
1,1,0,"Metropolitana",2022,823,866,549,611
1,0,0,"OHiggins",2022,823,837,717,707
1,0,0,"Metropolitana",2023,886,922,680,611
1,0,0,"Metropolitana",2023,842,848,657,738
0,0,0,"Valparaiso",2023,671,671,599,689
0,0,1,"Coquimbo",2023,829,903,669,597
0,0,0,"Biobio",2023,793,817,811,625
0,0,1,"Metropolitana",2023,571,571,0,0
1,1,0,"OHiggins",2023,722,722,688,857
1,0,0,"Metropolitana",2022,722,726,593,600
1,1,0,"Metropolitana",2022,837,891,696,0
1,0,0,"Tarapaca",2023,870,871,811,754
1,1,0,"Metropolitana",2023,937,1000,939,738
0,0,0,"Biobio",2023,643,643,465,438
0,0,0,"Metropolitana",2023,699,701,498,473
0,0,0,"OHiggins",2023,636,636,413,418
0,0,1,"Maule",2023,506,506,585,449
0,0,0,"Metropolitana",2023,604,642,362,405
1,1,0,"Tarapaca",2023,870,873,505,607
0,0,0,"Atacama",2023,378,378,657,679
1,0,0,"Antofagasta",2023,893,1000,616,738
1,0,0,"Coquimbo",2023,771,771,746,711
0,0,0,"Metropolitana",2023,680,680,688,519
1,1,0,"Metropolitana",2023,937,947,705,696
0,0,0,"Aysen",2008,479,479,0,0
0,1,0,"Araucania",2023,879,938,628,563
1,0,0,"Maule",2022,937,947,897,738
0,0,0,"Araucania",2023,661,665,0,0
1,0,1,"Metropolitana",2023,880,941,642,576
0,1,0,"Metropolitana",2023,879,925,688,707
0,1,0,"Coquimbo",2023,951,1000,535,636
1,0,0,"Metropolitana",2023,886,917,797,784
1,1,0,"Biobio",2021,928,976,879,819
0,0,1,"Coquimbo",2023,729,773,413,367
1,1,0,"Maule",2023,907,924,657,679
1,1,0,"Araucania",2023,851,865,549,707
0,0,0,"Metropolitana",2023,671,671,717,600
1,0,0,"Metropolitana",2023,928,941,705,669
0,1,0,"Biobio",2023,951,969,600,665
0,0,0,"Los Lagos",2020,608,644,0,0
1,0,0,"Valparaiso",2023,814,822,827,591
0,1,1,"Metropolitana",2023,729,729,0,0
0,1,0,"Metropolitana",2023,765,802,563,611
